adb server is out of date.  killing...
03-21 23:37:46.096 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.096 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.097 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.097 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.097 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.097 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.098 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.098 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.098 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.098 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.098 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.099 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.099 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.100 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.100 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.100 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.100 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.101 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.102 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.102 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.102 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.102 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.102 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.103 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.104 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.104 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.104 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.104 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.104 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.105 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.106 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.106 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.106 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.106 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.106 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.107 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.108 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.108 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.108 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.108 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.108 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.109 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.110 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.110 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.110 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.110 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.110 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.111 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.111 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.112 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.112 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.112 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.112 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.113 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.113 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.113 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.114 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.114 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.114 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.114 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.115 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.115 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.115 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.116 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.116 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.116 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.117 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.117 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.117 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.118 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.118 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.118 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.119 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.119 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.119 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.119 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.119 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.120 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.121 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.121 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.122 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.122 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.122 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.122 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.123 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.123 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.124 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.124 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.124 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.124 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.125 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.125 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.126 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.126 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.126 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.127 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.127 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.127 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.128 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.128 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.128 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.128 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.129 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.129 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.130 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.130 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.130 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.130 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.131 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.131 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.131 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.131 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.131 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.132 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.133 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.133 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.133 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.133 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.133 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.134 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.135 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.135 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.136 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.136 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.136 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.136 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.137 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.137 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.138 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.138 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.138 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.138 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.139 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.139 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.140 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.140 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.140 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.141 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.141 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.141 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.142 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.142 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.142 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.143 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.143 22280 22289 I d.process.acore: This is non sticky GC, maxfree is 33554432 minfree is 8388608
03-21 23:37:46.143 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.143 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.144 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.144 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.144 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.145 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.145 22280 22309 D JavaheapMonitor: Java heap used=17M max=512M, proc: android.process.acore
03-21 23:37:46.146 22280 22309 V JavaheapMonitor: Check java heap usage finished! Next check delay: 300000
03-21 23:37:46.146 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.146 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.146 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.146 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.146 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.147 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.148 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.148 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.148  1705  2351 I vendor.qti.hardware.display.composer-service: Sensor: notify citsensorservice to trigger cwb, misForced = 0
03-21 23:37:46.149 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.149 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.149 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.149  3053  3917 I libsensor-parseRGB: request dump start for mRequestDisplayId 0
03-21 23:37:46.149  3053  3917 D vendor.xiaomi.sensor.citsensorservice.aidl: handle id:21 wxh:1280x2712 uwxuh:1220x2712 size: 10416128 fd:12 fd_meta:13 flags:0x228 usage:0x33  format:0x3 layer_count: 1 reserved_size = 0 custom_content_md_reserved_size = 0
03-21 23:37:46.149  1705  2728 D SDM     : HWCSession::PostBuffer: CWB config passed by cwb_client : tappoint 1  CWB_ROI : (819.000000 -1.000000 970.000000 125.000000)
03-21 23:37:46.150 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.150 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.150 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.151 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.151 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.151 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.152 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.153 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.153 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.153 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.153 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.153 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.154 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.155 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.155 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.156 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.156 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.156 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.157 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.158 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.158 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.158 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.158 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.158 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.159 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.160 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.160 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.161 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.161 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.161 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.162  3053  3938 I libsensor-boledalgo: ##### the value of lux: 39.225807
03-21 23:37:46.162  3053  3938 I libsensor-qshcalapi: value of set_lux: 39.225807
03-21 23:37:46.162 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.163 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.163 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.163  1581  1674 I minksocket: MinkIPC MESSAGE: ( 1581:1674 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3863df0 sock = 20, client with node 1 port 668d went down
03-21 23:37:46.163  1581  1693 I minksocket: MinkIPC MESSAGE: ( 1581:1693 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3862c10 sock = 18, client with node 1 port 668d went down
03-21 23:37:46.164 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.164 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.164 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.164  1581  1674 I minksocket: MinkIPC MESSAGE: ( 1581:1674 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3863df0 sock = 20, client with node 1 port 668e went down
03-21 23:37:46.164  1581  1693 I minksocket: MinkIPC MESSAGE: ( 1581:1693 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3862c10 sock = 18, client with node 1 port 668e went down
03-21 23:37:46.165 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.165  1581  1693 I minksocket: MinkIPC MESSAGE: ( 1581:1693 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3862c10 sock = 18, client with node 1 port 668f went down
03-21 23:37:46.165  1581  1674 I minksocket: MinkIPC MESSAGE: ( 1581:1674 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3863df0 sock = 20, client with node 1 port 668f went down
03-21 23:37:46.165  3053  3938 I sensors : qsh_qmi:35, qsh_qmi
03-21 23:37:46.165  3053  3938 I sensors : register_cb:314, suid(low=17238055035138963352,high=6315905935778584253) is new. register callbacks
03-21 23:37:46.165 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.165 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.166 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.166 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.166 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.166  1581  1674 I minksocket: MinkIPC MESSAGE: ( 1581:1674 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3863df0 sock = 20, client with node 1 port 6690 went down
03-21 23:37:46.167  1581  1693 I minksocket: MinkIPC MESSAGE: ( 1581:1693 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3862c10 sock = 18, client with node 1 port 6690 went down
03-21 23:37:46.167 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.168 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.168 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.168  3053  3938 I sensors : ~qsh_qmi:62, ~qsh_qmi
03-21 23:37:46.168  1581  1674 I minksocket: MinkIPC MESSAGE: ( 1581:1674 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3863df0 sock = 20, client with node 1 port 6691 went down
03-21 23:37:46.169 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.169  1581  1693 I minksocket: MinkIPC MESSAGE: ( 1581:1693 ) MinkIPC_QRTR_Service:351 minkipc = 0xb4000070e3862c10 sock = 18, client with node 1 port 6691 went down
03-21 23:37:46.169 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.169 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.169  1991  2326 E HwcComposer: getLuts failed Status(-129, EX_TRANSACTION_FAILED): 'UNKNOWN_TRANSACTION: '
03-21 23:37:46.170 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.170 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.170 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.171 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.171 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.171 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.172 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.173 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.173 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.174 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.174 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.174 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.175 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.175 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.175 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.176  1705 18525 D SDM     : CompManager::NotifyCwbDone: display 0 notify cwb callback, status = 0
03-21 23:37:46.176  1705  3976 D SDM     : HWCSession::NotifyCWBStatus: Notify the client about buffer status 0.
03-21 23:37:46.176 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.176 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.176 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.176  3053  4177 E libsensor-parseRGB: CWB NotifyCWBBufferDone  error 0
03-21 23:37:46.176  1705  3976 D SDM     : HWCSession::ProcessCWBStatus: CWB queue is empty. Display: 0
03-21 23:37:46.177 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.177 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.177 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.178 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.178 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.178 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.179 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.179 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.179 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.180 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.180 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.180 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.181 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.182 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.182 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:46.182 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.182 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.182 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.183 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.184 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.184 22280  9225 I ContactsProvider: querylocal match: 1003
03-21 23:37:46.184 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.184 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.184 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.185 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.186 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:46.186 22280  9225 I ContactsProvider: querylocal match: 3000
03-21 23:37:46.186  1705  1867 D SDM     : HWDeviceDRM::SetupConcurrentWriteback: Tear down the Concurrent Writeback topology
03-21 23:37:46.186 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:46.186 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:46.186 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:46.187 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
